Site: Coral_d18O 	: Aus_03	: slope    : -0.219467998826	: intercept: -4.90769350504	: correl.  : -0.547046311685	: p_value  : 4.35730744547e-10	: var(proxy)/var(resid): 1.42706214141	: SNR  : 0.653499916917
Site: Coral_d18O	: Aus_16	: slope    : -0.097459997326	: intercept: -4.34532721108	: correl.  : -0.229690105611	: p_value  : 0.00513265103676	: var(proxy)/var(resid): 1.05569592486	: SNR  : 0.235999840796
Site: Coral_d18O 	: Aus_12	: slope    : -0.159698124463	: intercept: -4.65975359218	: correl.  : -0.353916950028	: p_value  : 7.71287955567e-06	: var(proxy)/var(resid): 1.14319318615	: SNR  : 0.378408755382
Site: Coral_d18O 	: Aus_14	: slope    : -0.216620971993	: intercept: -4.23680851892	: correl.  : -0.478577214499	: p_value  : 1.7012794002e-09	: var(proxy)/var(resid): 1.29707767791	: SNR  : 0.545048326212
Site: Coral_d18O 	: Aus_21	: slope    : -0.122508591126	: intercept: -3.89361193726	: correl.  : -0.384781842821	: p_value  : 1.91890954751e-06	: var(proxy)/var(resid): 1.17378753993	: SNR  : 0.416878327492
Site: Coral_d18O 	: Aus_22	: slope    : -0.190196892126	: intercept: 0.0407382393755	: correl.  : -0.365321809737	: p_value  : 3.69595003729e-06	: var(proxy)/var(resid): 1.1540148504	: SNR  : 0.392447258117
Site: Coral_d18O 	: Aus_23	: slope    : -0.192354300964	: intercept: -5.19302877374	: correl.  : -0.253908781323	: p_value  : 0.00397074510924	: var(proxy)/var(resid): 1.06891243086	: SNR  : 0.262511772795
Site: Coral_d18O 	: Aus_24	: slope    : -0.107267243501	: intercept: -4.27160909406	: correl.  : -0.263903192453	: p_value  : 0.00282741291831	: var(proxy)/var(resid): 1.07485840042	: SNR  : 0.27360263234
Site: Coral_d18O 	: Aus_27	: slope    : -0.257213599906	: intercept: -4.90102840107	: correl.  : -0.417874712805	: p_value  : 6.15228532077e-06	: var(proxy)/var(resid): 1.21156209545	: SNR  : 0.459958797562
Site: Coral_d18O 	: Aus_28	: slope    : -0.128133068099	: intercept: -4.43549053674	: correl.  : -0.294133201131	: p_value  : 0.0014194933148	: var(proxy)/var(resid): 1.09470793445	: SNR  : 0.307746542548
Site: Tree ring_Density : Asi_017	: slope    : -0.0011235720267	: intercept: 1.01305916799	: correl.  : -0.00966215184751	: p_value  : 0.908172935318	: var(proxy)/var(resid): 1.00009336589	: SNR  : 0.00966260289471
Site: Tree ring_Density : Asi_021	: slope    : 0.0122008692349	: intercept: 1.00124194629	: correl.  : 0.234222232706	: p_value  : 0.00457465492827	: var(proxy)/var(resid): 1.05804437168	: SNR  : 0.240923995641
Site: Tree ring_Density : Asi_022	: slope    : 0.0398139200439	: intercept: 1.01393118916	: correl.  : 0.304674913399	: p_value  : 0.000194539884496	: var(proxy)/var(resid): 1.10232533671	: SNR  : 0.31988331734
Site: Tree ring_Density : Asi_023	: slope    : 0.00983244821167	: intercept: 1.00234824233	: correl.  : 0.189483191204	: p_value  : 0.0224509081409	: var(proxy)/var(resid): 1.03724097525	: SNR  : 0.192979209362
Site: Tree ring_Density : Asi_024	: slope    : 0.0365102097327	: intercept: 1.01420259188	: correl.  : 0.289494678875	: p_value  : 0.000412833120294	: var(proxy)/var(resid): 1.09147328627	: SNR  : 0.302445509583
Site: Tree ring_Density : Asi_109	: slope    : 0.0190848400492	: intercept: 1.013134755	: correl.  : 0.211224232781	: p_value  : 0.00996592745882	: var(proxy)/var(resid): 1.04669919258	: SNR  : 0.216099959703
Site: Tree ring_Density : Eur_01	: slope    : 0.739827148961	: intercept: -0.0174529158978	: correl.  : 0.538850056266	: p_value  : 4.73433628563e-13	: var(proxy)/var(resid): 1.4091639856	: SNR  : 0.63965927305
Site: Tree ring_Density : Eur_02	: slope    : 0.354902213104	: intercept: 9.35943827901	: correl.  : 0.546549115303	: p_value  : 1.09786784542e-13	: var(proxy)/var(resid): 1.42595568691	: SNR  : 0.652652807325
Site: Tree ring_Density : Eur_03	: slope    : 0.368119572327	: intercept: -0.0941624075157	: correl.  : 0.446686875623	: p_value  : 4.51726268266e-09	: var(proxy)/var(resid): 1.24926475281	: SNR  : 0.499264211424
Site: Tree ring_Density : Eur_07	: slope    : 0.676686407172	: intercept: 0.0698563766206	: correl.  : 0.501433534709	: p_value  : 3.01455877582e-11	: var(proxy)/var(resid): 1.33589038736	: SNR  : 0.579560512252
Site: Tree ring_Density : NAm-TR_039	: slope    : 0.186125805563	: intercept: 0.0256023190484	: correl.  : 0.124967111729	: p_value  : 0.144177593207	: var(proxy)/var(resid): 1.0158645319	: SNR  : 0.125954483457
Site: Tree ring_Density : NAm-TR_065	: slope    : 37.1789602521	: intercept: 1016.12261328	: correl.  : 0.307349385224	: p_value  : 0.000355764506894	: var(proxy)/var(resid): 1.10431789296	: SNR  : 0.322982805988
Site: Tree ring_Density : NAm-TR_141	: slope    : 27.4999134617	: intercept: 1002.439236	: correl.  : 0.348133177727	: p_value  : 4.60956970714e-05	: var(proxy)/var(resid): 1.13791107832	: SNR  : 0.371363808578
Site: Tree ring_Width	: Asi_105	: slope    : -0.0524130190556	: intercept: 0.929545427339	: correl.  : -0.0952049811804	: p_value  : 0.240192061947	: var(proxy)/var(resid): 1.0091468958	: SNR  : 0.0956394050555
Site: Tree ring_Width	: SAm_15	: slope    : 0.0763884394653	: intercept: -0.47287981871	: correl.  : 0.0339713607109	: p_value  : 0.683958953554	: var(proxy)/var(resid): 1.00115538673	: SNR  : 0.0339909800752
Site: Tree ring_Width 	: Arc_02	: slope    : 131.297581465	: intercept: 1165.5797152	: correl.  : 0.310829154976	: p_value  : 0.000102557218829	: var(proxy)/var(resid): 1.10694746791	: SNR  : 0.327028237177
Site: Tree ring_Width 	: Arc_03	: slope    : 153.345046348	: intercept: 1152.71892621	: correl.  : 0.322444862145	: p_value  : 6.80568964573e-05	: var(proxy)/var(resid): 1.11603491969	: SNR  : 0.340638987325
Site: Tree ring_Width 	: Arc_06	: slope    : -0.0157771993184	: intercept: 1.17661108791	: correl.  : -0.124338969884	: p_value  : 0.128230888703	: var(proxy)/var(resid): 1.01570294985	: SNR  : 0.125311411508
Site: Tree ring_Width 	: Arc_07	: slope    : 0.291870026682	: intercept: 5.64625323046	: correl.  : 0.365028796123	: p_value  : 4.05962148741e-06	: var(proxy)/var(resid): 1.15372992265	: SNR  : 0.392084076002
Site: Tree ring_Width 	: Arc_08	: slope    : 0.0148420861984	: intercept: 1.25287447482	: correl.  : 0.057840132096	: p_value  : 0.480538889209	: var(proxy)/var(resid): 1.00335671069	: SNR  : 0.0579371270632
Site: Tree ring_Width 	: Arc_09	: slope    : -0.00440253065055	: intercept: 1.02386755529	: correl.  : -0.0317692901973	: p_value  : 0.698577584459	: var(proxy)/var(resid): 1.00101030749	: SNR  : 0.0317853345219
Site: Tree ring_Width 	: Arc_15	: slope    : 0.498819266353	: intercept: 13.2227313567	: correl.  : 0.407980814256	: p_value  : 1.99558293858e-07	: var(proxy)/var(resid): 1.19968569886	: SNR  : 0.446862057973
Site: Tree ring_Width 	: Arc_19	: slope    : 100.853133282	: intercept: 1024.02256649	: correl.  : 0.256099773064	: p_value  : 0.0018760710447	: var(proxy)/var(resid): 1.07019069763	: SNR  : 0.264935270642
Site: Tree ring_Width 	: Asi_001	: slope    : -0.0174211285911	: intercept: 1.05392070333	: correl.  : -0.0555326805727	: p_value  : 0.501155182853	: var(proxy)/var(resid): 1.00309341834	: SNR  : 0.0556185071558
Site: Tree ring_Width 	: Asi_002	: slope    : -0.00985285815434	: intercept: 1.03132617946	: correl.  : -0.0381709172106	: p_value  : 0.641699466078	: var(proxy)/var(resid): 1.00145914492	: SNR  : 0.0381987555093
Site: Tree ring_Width 	: Asi_003	: slope    : 0.00832042337943	: intercept: 0.978437684788	: correl.  : 0.0193167669185	: p_value  : 0.816987965455	: var(proxy)/var(resid): 1.00037327677	: SNR  : 0.0193203718323
Site: Tree ring_Width 	: Asi_004	: slope    : -0.0106437949598	: intercept: 1.06555984369	: correl.  : -0.0313747682963	: p_value  : 0.702142433447	: var(proxy)/var(resid): 1.00098534604	: SNR  : 0.0313902219923
Site: Tree ring_Width 	: Asi_005	: slope    : -0.0100235428476	: intercept: 0.957125357227	: correl.  : -0.0261294752866	: p_value  : 0.750127997166	: var(proxy)/var(resid): 1.00068321594	: SNR  : 0.0261383997996
Site: Tree ring_Width 	: Asi_006	: slope    : 0.0425045842446	: intercept: 0.985453816815	: correl.  : 0.126244473807	: p_value  : 0.122439779493	: var(proxy)/var(resid): 1.01619579028	: SNR  : 0.127262682204
Site: Tree ring_Width 	: Asi_007	: slope    : 0.0215576681433	: intercept: 1.07538353267	: correl.  : 0.0647383847705	: p_value  : 0.431238926579	: var(proxy)/var(resid): 1.00420869736	: SNR  : 0.0648744738659
Site: Tree ring_Width 	: Asi_008	: slope    : 0.0314292009683	: intercept: 1.00137290746	: correl.  : 0.0737946398294	: p_value  : 0.367855890332	: var(proxy)/var(resid): 1.00547546633	: SNR  : 0.0739963940648
Site: Tree ring_Width 	: Asi_009	: slope    : -0.00933854701642	: intercept: 1.04529556628	: correl.  : -0.0245969362952	: p_value  : 0.768226229691	: var(proxy)/var(resid): 1.00060537553	: SNR  : 0.0246043803605
Site: Tree ring_Width 	: Asi_010	: slope    : -0.00522583069101	: intercept: 0.98757259613	: correl.  : -0.0114767564182	: p_value  : 0.888769484404	: var(proxy)/var(resid): 1.00013173329	: SNR  : 0.0114775123288
Site: Tree ring_Width 	: Asi_011	: slope    : -0.0307349937731	: intercept: 1.00496517324	: correl.  : -0.0804423178242	: p_value  : 0.3361350994	: var(proxy)/var(resid): 1.00651311263	: SNR  : 0.080703857594
Site: Tree ring_Width 	: Asi_018	: slope    : 0.138941242921	: intercept: 1.01593046995	: correl.  : 0.342240227101	: p_value  : 2.51552219755e-05	: var(proxy)/var(resid): 1.13266750167	: SNR  : 0.364235503038
Site: Tree ring_Width 	: Asi_025	: slope    : 0.0382475247396	: intercept: 0.988798106994	: correl.  : 0.0709617617627	: p_value  : 0.381823816664	: var(proxy)/var(resid): 1.00506105695	: SNR  : 0.07114110589
Site: Tree ring_Width 	: Asi_026	: slope    : 0.106946860345	: intercept: 0.979868250917	: correl.  : 0.254285943361	: p_value  : 0.00146073142557	: var(proxy)/var(resid): 1.06913147486	: SNR  : 0.262928649751
Site: Tree ring_Width 	: Asi_027	: slope    : 0.112175478978	: intercept: 0.984969542799	: correl.  : 0.155298907102	: p_value  : 0.054455960831	: var(proxy)/var(resid): 1.02471379161	: SNR  : 0.157206207282
Site: Tree ring_Width 	: Asi_028	: slope    : 0.00905571281407	: intercept: 0.992417423516	: correl.  : 0.0153919661521	: p_value  : 0.849728950517	: var(proxy)/var(resid): 1.00023696876	: SNR  : 0.0153937897517
Site: Tree ring_Width 	: Asi_029	: slope    : -0.0235400511247	: intercept: 1.01546659228	: correl.  : -0.0604294593524	: p_value  : 0.456585642914	: var(proxy)/var(resid): 1.00366510349	: SNR  : 0.0605400981805
Site: Tree ring_Width 	: Asi_030	: slope    : 0.00903861131083	: intercept: 0.997172676039	: correl.  : 0.0217766113724	: p_value  : 0.787287726784	: var(proxy)/var(resid): 1.00047444579	: SNR  : 0.0217817766707
Site: Tree ring_Width 	: Asi_031	: slope    : 0.0334839476795	: intercept: 1.01123287433	: correl.  : 0.0799936365233	: p_value  : 0.324040611449	: var(proxy)/var(resid): 1.00644019256	: SNR  : 0.0802508103369
Site: Tree ring_Width 	: Asi_032	: slope    : -0.00427412283082	: intercept: 0.985586431345	: correl.  : -0.0110608866926	: p_value  : 0.892060217533	: var(proxy)/var(resid): 1.00012235818	: SNR  : 0.0110615633669
Site: Tree ring_Width 	: Asi_033	: slope    : -0.0130601868685	: intercept: 0.997812637722	: correl.  : -0.0406300677788	: p_value  : 0.614545246031	: var(proxy)/var(resid): 1.00165353206	: SNR  : 0.040663645464
Site: Tree ring_Width 	: Asi_034	: slope    : -0.0793602811105	: intercept: 0.954750411339	: correl.  : -0.234278292915	: p_value  : 0.0032433317577	: var(proxy)/var(resid): 1.0580737742	: SNR  : 0.240985008248
Site: Tree ring_Width 	: Asi_035	: slope    : 0.0980246778778	: intercept: 1.05221044121	: correl.  : 0.159014455229	: p_value  : 0.0466792565103	: var(proxy)/var(resid): 1.02594154441	: SNR  : 0.161063789874
Site: Tree ring_Width 	: Asi_036	: slope    : 0.0892130218137	: intercept: 1.01919262113	: correl.  : 0.22114313626	: p_value  : 0.00553211402938	: var(proxy)/var(resid): 1.0514188909	: SNR  : 0.226757339237
Site: Tree ring_Width 	: Asi_037	: slope    : 0.083072282055	: intercept: 0.994678153068	: correl.  : 0.130093516756	: p_value  : 0.104386476123	: var(proxy)/var(resid): 1.01721568695	: SNR  : 0.131208562794
Site: Tree ring_Width 	: Asi_038	: slope    : 0.040510992963	: intercept: 1.00505361002	: correl.  : 0.119643779968	: p_value  : 0.134304454025	: var(proxy)/var(resid): 1.01452251863	: SNR  : 0.120509413015
Site: Tree ring_Width 	: Asi_039	: slope    : 0.0471598091161	: intercept: 1.00005207399	: correl.  : 0.118343539367	: p_value  : 0.138619133648	: var(proxy)/var(resid): 1.01420412482	: SNR  : 0.119181058998
Site: Tree ring_Width 	: Asi_040	: slope    : 0.0376188737275	: intercept: 0.988403789764	: correl.  : 0.110137115474	: p_value  : 0.169700281646	: var(proxy)/var(resid): 1.01227913234	: SNR  : 0.110811246461
Site: Tree ring_Width 	: Asi_041	: slope    : 0.0612285510475	: intercept: 0.975404917212	: correl.  : 0.10293526185	: p_value  : 0.199534469253	: var(proxy)/var(resid): 1.01070913861	: SNR  : 0.103484968043
Site: Tree ring_Width 	: Asi_042	: slope    : -0.000950315748662	: intercept: 0.928108460353	: correl.  : -0.00202487776565	: p_value  : 0.979855360936	: var(proxy)/var(resid): 1.00000410015	: SNR  : 0.00202488191679
Site: Tree ring_Width 	: Asi_043	: slope    : 0.105125421597	: intercept: 1.02716410395	: correl.  : 0.193543891534	: p_value  : 0.0158236212342	: var(proxy)/var(resid): 1.03891704064	: SNR  : 0.197274024229
Site: Tree ring_Width 	: Asi_044	: slope    : -0.00258070335402	: intercept: 0.992157610478	: correl.  : -0.00348913576855	: p_value  : 0.965631468518	: var(proxy)/var(resid): 1.00001217422	: SNR  : 0.00348915700723
Site: Tree ring_Width 	: Asi_045	: slope    : 0.0130023637471	: intercept: 0.997234134922	: correl.  : 0.0283306509234	: p_value  : 0.726392026571	: var(proxy)/var(resid): 1.00080327051	: SNR  : 0.0283420272275
Site: Tree ring_Width 	: Asi_046	: slope    : 0.0730253061266	: intercept: 1.04455559004	: correl.  : 0.135287081419	: p_value  : 0.0932686277363	: var(proxy)/var(resid): 1.01864382476	: SNR  : 0.136542391811
Site: Tree ring_Width 	: Asi_047	: slope    : 0.0189384860263	: intercept: 1.03385518856	: correl.  : 0.0337179814699	: p_value  : 0.682083866602	: var(proxy)/var(resid): 1.00113819629	: SNR  : 0.0337371648536
Site: Tree ring_Width 	: Asi_048	: slope    : 0.0726127312892	: intercept: 1.07114297908	: correl.  : 0.129203536835	: p_value  : 0.122732226194	: var(proxy)/var(resid): 1.01697695972	: SNR  : 0.130295662719
Site: Tree ring_Width 	: Asi_049	: slope    : -0.0461626246149	: intercept: 1.07336339441	: correl.  : -0.0615288106919	: p_value  : 0.463799228818	: var(proxy)/var(resid): 1.00380018125	: SNR  : 0.0616456101488
Site: Tree ring_Width 	: Asi_050	: slope    : 0.012256076926	: intercept: 1.13935739349	: correl.  : 0.0197950666617	: p_value  : 0.813825640885	: var(proxy)/var(resid): 1.00039199827	: SNR  : 0.0197989460975
Site: Tree ring_Width 	: Asi_051	: slope    : 0.0267684169805	: intercept: 1.05379516605	: correl.  : 0.0571853854511	: p_value  : 0.484063625362	: var(proxy)/var(resid): 1.0032808974	: SNR  : 0.0572791183232
Site: Tree ring_Width 	: Asi_052	: slope    : 0.00336644690279	: intercept: 1.01662965345	: correl.  : 0.00464522636485	: p_value  : 0.954555249775	: var(proxy)/var(resid): 1.00002157859	: SNR  : 0.0046452764833
Site: Tree ring_Width 	: Asi_053	: slope    : 0.0280534387592	: intercept: 1.10317682175	: correl.  : 0.0467019560825	: p_value  : 0.567769721822	: var(proxy)/var(resid): 1.00218584018	: SNR  : 0.0467529697268
Site: Tree ring_Width 	: Asi_054	: slope    : -0.0687468224095	: intercept: 0.993667055308	: correl.  : -0.126063074629	: p_value  : 0.120488216984	: var(proxy)/var(resid): 1.01614852958	: SNR  : 0.127076864859
Site: Tree ring_Width 	: Asi_055	: slope    : 0.007281030335	: intercept: 1.08655470585	: correl.  : 0.00981290050192	: p_value  : 0.904177091263	: var(proxy)/var(resid): 1.00009630229	: SNR  : 0.00981337299294
Site: Tree ring_Width 	: Asi_056	: slope    : -0.0305272896441	: intercept: 1.02282537643	: correl.  : -0.0561218699949	: p_value  : 0.490798338407	: var(proxy)/var(resid): 1.00315961602	: SNR  : 0.0562104618508
Site: Tree ring_Width 	: Asi_057	: slope    : -0.0374330343212	: intercept: 0.997595710169	: correl.  : -0.0505230494485	: p_value  : 0.535121577567	: var(proxy)/var(resid): 1.00255911086	: SNR  : 0.0505876551838
Site: Tree ring_Width 	: Asi_058	: slope    : 0.103176119813	: intercept: 1.00353872854	: correl.  : 0.165799343876	: p_value  : 0.0405399646621	: var(proxy)/var(resid): 1.02826645084	: SNR  : 0.168126294307
Site: Tree ring_Width 	: Asi_059	: slope    : 0.168571595254	: intercept: 0.999812744594	: correl.  : 0.267189157538	: p_value  : 0.000841542538027	: var(proxy)/var(resid): 1.07687839829	: SNR  : 0.27726954086
Site: Tree ring_Width 	: Asi_060	: slope    : 0.0595814499333	: intercept: 0.987140610462	: correl.  : 0.0988665727297	: p_value  : 0.224036595439	: var(proxy)/var(resid): 1.0098710851	: SNR  : 0.0993533346392
Site: Tree ring_Width 	: Asi_061	: slope    : 0.201923977163	: intercept: 1.04945393263	: correl.  : 0.266823999396	: p_value  : 0.00127585633505	: var(proxy)/var(resid): 1.07665231155	: SNR  : 0.27686153859
Site: Tree ring_Width 	: Asi_062	: slope    : -0.0667961840782	: intercept: 0.988207102883	: correl.  : -0.13593899026	: p_value  : 0.107991322279	: var(proxy)/var(resid): 1.01882732695	: SNR  : 0.137212706953
Site: Tree ring_Width 	: Asi_063	: slope    : 0.00952175163248	: intercept: 0.989440801614	: correl.  : 0.0172977767256	: p_value  : 0.837532116001	: var(proxy)/var(resid): 1.00029930263	: SNR  : 0.0173003651671
Site: Tree ring_Width 	: Asi_064	: slope    : 0.00297958110448	: intercept: 0.992708168229	: correl.  : 0.00907716641315	: p_value  : 0.911330984896	: var(proxy)/var(resid): 1.00008240174	: SNR  : 0.00907754039259
Site: Tree ring_Width 	: Asi_065	: slope    : 0.0217605091502	: intercept: 1.0021474647	: correl.  : 0.0518570722317	: p_value  : 0.517571691152	: var(proxy)/var(resid): 1.002696407	: SNR  : 0.0519269390523
Site: Tree ring_Width 	: Asi_066	: slope    : 0.00935430566907	: intercept: 1.0629591773	: correl.  : 0.0162911711826	: p_value  : 0.84262345677	: var(proxy)/var(resid): 1.00026547272	: SNR  : 0.0162933334698
Site: Tree ring_Width 	: Asi_067	: slope    : -0.00177432732951	: intercept: 0.985054170739	: correl.  : -0.0026269950834	: p_value  : 0.974290457619	: var(proxy)/var(resid): 1.00000690115	: SNR  : 0.00262700414802
Site: Tree ring_Width 	: Asi_068	: slope    : 0.173800832897	: intercept: 0.987279380972	: correl.  : 0.263465851331	: p_value  : 0.00100008729885	: var(proxy)/var(resid): 1.07459200313	: SNR  : 0.273115365972
